SCHNAME,ADDRESS1,TOWN,PCODE,TELNUM,ADMPOL_PT,GEND1618,AGERANGE,TPUP1618,TALLPPE_ALEV_1618,TB3PTSE,YEAR,YEAR_SCORES,full_address,Latitude,Longitude
St Paul's Girls' School,Brook Green,London,W6 7BS,2076032288,,GIRLS, 10-19,225.0,55.160000000000004,55.88666666666666,2023-2024,2021-2022: 57.83<br>2022-2023: 54.68<br>2023-2024: 55.15,"Brook Green, London, W6 7BS",51.49513980909,-0.218856521053
St Paul's School,Lonsdale Road,London,SW13 9JT,2087489162,,BOYS, 7-18,404.0,54.64666666666667,54.64333333333334,2023-2024,2021-2022: 56.33<br>2022-2023: 53.35<br>2023-2024: 54.25,"Lonsdale Road, London, SW13 9JT",51.488517979853,-0.238876864425
"Cardiff Sixth Form College, Cambridge",89 Regent Street,,CB1 2AW,1223903080,,MIXED, 14-19,71.0,52.04,54.58,2023-2024,2023-2024: 54.58,"89 Regent Street, nan, CB1 2AW",52.200060590263,0.126842083468
"Queen Elizabeth's School, Barnet",Queen's Road,Barnet,EN5 4DQ,2084414646,SEL,BOYS, 11-18,346.0,53.81,54.39000000000001,2023-2024,2021-2022: 55.95<br>2022-2023: 54.06<br>2023-2024: 53.16,"Queen's Road, Barnet, EN5 4DQ",51.655860916551,-0.213363776083
King's College School,Southside,London,SW19 4TT,2082555300,,MIXED, 7-19,457.0,53.52333333333333,54.35333333333333,2023-2024,2021-2022: 56.06<br>2022-2023: 53.14<br>2023-2024: 53.86,"Southside, London, SW19 4TT",51.421680097199,-0.225971164287
Guildford High School,London Road,Guildford,GU1 1SJ,1483561440,,GIRLS, 4-19,193.0,53.77333333333333,54.23666666666667,2023-2024,2021-2022: 55.56<br>2022-2023: 54.05<br>2023-2024: 53.10,"London Road, Guildford, GU1 1SJ",51.241090378022,-0.563736737393
Westminster School,Little Dean's Yard,London,SW1P 3PF,2079631000,,MIXED, 12-19,401.0,54.526666666666664,54.129999999999995,2023-2024,2021-2022: 57.16<br>2022-2023: 54.13<br>2023-2024: 51.10,"Little Dean's Yard, London, SW1P 3PF",51.498425347497,-0.127734337062
Brighton College,Eastern Road,Brighton,BN2 0AL,1273704200,,MIXED, 11-18,485.0,53.593333333333334,53.86333333333334,2023-2024,2021-2022: 55.26<br>2022-2023: 52.84<br>2023-2024: 53.49,"Eastern Road, Brighton, BN2 0AL",50.820255141793,-0.122004437284
City of London School for Girls,St Giles' Terrace,London,EC2Y 8BB,2078475500,,GIRLS, 7-18,197.0,52.656666666666666,53.19,2023-2024,2021-2022: 54.04<br>2022-2023: 52.95<br>2023-2024: 52.58,"St Giles' Terrace, London, EC2Y 8BB",51.51914340049,-0.09429238741
The Henrietta Barnett School,Central Square,London,NW11 7BN,2084588999,SEL,GIRLS, 11-18,273.0,52.06999999999999,53.123333333333335,2023-2024,2021-2022: 55.16<br>2022-2023: 50.75<br>2023-2024: 53.46,"Central Square, London, NW11 7BN",51.580864801808,-0.189684564336
King Edward VI High School for Girls,Edgbaston Park Road,Birmingham,B15 2UB,1214721834,,GIRLS, 11-19,191.0,52.843333333333334,53.10333333333333,2023-2024,2021-2022: 55.46<br>2022-2023: 51.59<br>2023-2024: 52.26,"Edgbaston Park Road, Birmingham, B15 2UB",52.450802415819,-1.925354172441
City of London School,107 Queen Victoria Street,London,EC4V 3AL,2036806300,,BOYS, 10-18,320.0,52.38,53.02666666666667,2023-2024,2021-2022: 55.74<br>2022-2023: 51.27<br>2023-2024: 52.07,"107 Queen Victoria Street, London, EC4V 3AL",51.511881963487,-0.098894189953
The Godolphin and Latymer School,Iffley Road,London,W6 0PG,2087411936,,GIRLS, 10-19,205.0,52.36000000000001,52.88666666666666,2023-2024,2021-2022: 55.37<br>2022-2023: 50.95<br>2023-2024: 52.34,"Iffley Road, London, W6 0PG",51.495325887341,-0.229956423971
Wycombe Abbey,Frances Dove Way,High Wycombe,HP11 1PE,1494520381,,GIRLS, 10-19,187.0,52.27,52.696666666666665,2023-2024,2021-2022: 55.64<br>2022-2023: 50.41<br>2023-2024: 52.04,"Frances Dove Way, High Wycombe, HP11 1PE",51.625017105427,-0.75306236779
Wilson's School,Mollison Drive,Wallington,SM6 9JW,2087732931,SEL,BOYS, 11-18,363.0,51.656666666666666,52.63333333333333,2023-2024,2021-2022: 54.41<br>2022-2023: 52.64<br>2023-2024: 50.85,"Mollison Drive, Wallington, SM6 9JW",51.35849144373,-0.12854302308
The National Mathematics and Science College,2 The Oaks,,CV4 8JB,2475092950,,MIXED, 15-20,111.0,51.029999999999994,52.60666666666666,2023-2024,2021-2022: 52.63<br>2022-2023: 50.51<br>2023-2024: 54.68,"2 The Oaks, nan, CV4 8JB",52.37241418677,-1.545956880574
Eton College,Eton,Windsor,SL4 6DW,1753370100,,BOYS, 12-19,552.0,52.02333333333333,52.54,2023-2024,2021-2022: 53.91<br>2022-2023: 52.40<br>2023-2024: 51.31,"Eton, Windsor, SL4 6DW",51.492090388896,-0.608354341522
Haberdashers' Boys' School,Butterfly Lane,,WD6 3AF,2082661850,,BOYS, 4-18,321.0,52.080000000000005,52.46666666666666,2023-2024,2021-2022: 53.50<br>2022-2023: 52.57<br>2023-2024: 51.33,"Butterfly Lane, nan, WD6 3AF",51.656895620589,-0.313376309496
The Perse School,Hills Road,,CB2 8QF,1223403800,,MIXED, 3-18,376.0,52.366666666666674,52.45000000000001,2023-2024,2021-2022: 52.42<br>2022-2023: 52.73<br>2023-2024: 52.20,"Hills Road, nan, CB2 8QF",52.181072310629,0.138939684322
North London Collegiate School,Canons,Middlesex,HA8 7RJ,2089520912,,GIRLS, 4-18,201.0,52.23333333333333,52.39333333333334,2023-2024,2021-2022: 53.15<br>2022-2023: 50.11<br>2023-2024: 53.92,"Canons, Middlesex, HA8 7RJ",51.614710214368,-0.295994505424
Highgate School,North Road,,N6 4AY,2083401524,,MIXED, 3-19,401.0,52.086666666666666,52.330000000000005,2023-2024,2021-2022: 53.09<br>2022-2023: 52.05<br>2023-2024: 51.85,"North Road, nan, N6 4AY",51.571490020292,-0.149421924795
Tonbridge School,,Tonbridge,TN9 1JP,1732365555,,BOYS, 13-18,333.0,51.76666666666667,52.24333333333333,2023-2024,2021-2022: 53.45<br>2022-2023: 52.21<br>2023-2024: 51.07,"nan, Tonbridge, TN9 1JP",51.201390815527,0.275214593986
Alleyn's School,Townley Road,London,SE22 8SU,2085571500,,MIXED, 4-18,349.0,51.839999999999996,52.04,2023-2024,2021-2022: 53.38<br>2022-2023: 51.13<br>2023-2024: 51.61,"Townley Road, London, SE22 8SU",51.4544162173,-0.082597701613
Latymer Upper School and Latymer Prep,237 King Street,London,W6 9LR,2086292024,,MIXED, 7-19,407.0,51.3,52.01,2023-2024,2023-2024: 52.01,"237 King Street, London, W6 9LR",51.492796019415,-0.237120688072
Oxford International College,1-5 London Place,,OX4 1BD,1865203988,,MIXED, 14-19,337.0,51.92666666666667,51.85333333333333,2023-2024,2021-2022: 51.23<br>2022-2023: 53.38<br>2023-2024: 50.95,"1-5 London Place, nan, OX4 1BD",51.751096884478,-1.238472422305
Brampton Manor Academy,Roman Road,London,E6 3SQ,2075400500,OTHER NON SEL,MIXED, 11-18,825.0,51.026666666666664,51.81666666666667,2023-2024,2021-2022: 54.40<br>2022-2023: 49.84<br>2023-2024: 51.21,"Roman Road, London, E6 3SQ",51.521080259434,0.046214395527
Haberdashers' Girls' School,Aldenham Road,Borehamwood,WD6 3BT,2082662300,,GIRLS, 4-18,213.0,51.73,51.800000000000004,2023-2024,2021-2022: 53.59<br>2022-2023: 50.93<br>2023-2024: 50.88,"Aldenham Road, Borehamwood, WD6 3BT",51.654100716884,-0.310357483248
Withington Girls' School,Wellington Road,Manchester,M14 6BL,1612241077,,GIRLS, 7-19,170.0,51.73,51.79333333333333,2023-2024,2021-2022: 54.44<br>2022-2023: 50.20<br>2023-2024: 50.74,"Wellington Road, Manchester, M14 6BL",53.439225973619,-2.225087545918
St Olave's and St Saviour's Grammar School,Goddington Lane,Orpington,BR6 9SH,1689820101,SEL,MIXED, 11-18,447.0,51.18,51.76666666666667,2023-2024,2021-2022: 54.06<br>2022-2023: 50.82<br>2023-2024: 50.42,"Goddington Lane, Orpington, BR6 9SH",51.367303589996,0.104247489993
Wimbledon High School GDST,Mansel Road,,SW19 4AB,2089710900,,GIRLS, 4-19,177.0,51.35333333333333,51.71,2023-2024,2021-2022: 52.56<br>2022-2023: 49.79<br>2023-2024: 52.78,"Mansel Road, nan, SW19 4AB",51.422592509269,-0.210862113261
Latymer Upper School,237 King Street,London,W6 9LR,2086292024,,MIXED, 7-19,401,51.275,51.615,2022-2023,2021-2022: 52.17<br>2022-2023: 51.06,"237 King Street, London, W6 9LR",51.492796019415,-0.237120688072
Colchester Royal Grammar School,Lexden Road,Colchester,CO3 3ND,1206509100,SEL,MIXED, 11-18,381.0,51.18000000000001,51.56333333333333,2023-2024,2021-2022: 53.60<br>2022-2023: 51.00<br>2023-2024: 50.09,"Lexden Road, Colchester, CO3 3ND",51.887611256394,0.887030368153
The Manchester Grammar School,Old Hall Lane,Manchester,M13 0XT,1612247201,,BOYS, 7-18,388.0,49.10666666666666,51.42333333333334,2023-2024,2021-2022: 52.73<br>2022-2023: 51.89<br>2023-2024: 49.65,"Old Hall Lane, Manchester, M13 0XT",53.44910221335,-2.210248607309
Royal Grammar School Guildford,High Street,,GU1 3BB,1483880600,,BOYS, 3-18,288.0,51.169999999999995,51.40333333333333,2023-2024,2021-2022: 52.21<br>2022-2023: 51.33<br>2023-2024: 50.67,"High Street, nan, GU1 3BB",51.237383420224,-0.569439260554
South Hampstead High School,3 Maresfield Gardens,London,NW3 5SS,2074352899,,GIRLS, 4-19,186.0,50.89333333333334,51.38666666666666,2023-2024,2021-2022: 52.91<br>2022-2023: 50.05<br>2023-2024: 51.20,"3 Maresfield Gardens, London, NW3 5SS",51.546191802037,-0.176627738484
James Allen's Girls' School,East Dulwich Grove,London,SE22 8TE,2086931181,,GIRLS, 4-18,214.0,51.153333333333336,51.196666666666665,2023-2024,2021-2022: 51.09<br>2022-2023: 52.60<br>2023-2024: 49.90,"East Dulwich Grove, London, SE22 8TE",51.454893150136,-0.085032882358
The Tiffin Girls' School,Richmond Road,Kingston upon Thames,KT2 5PL,2085460773,SEL,GIRLS, 11-18,339.0,51.06333333333333,51.129999999999995,2023-2024,2021-2022: 54.34<br>2022-2023: 49.05<br>2023-2024: 50.00,"Richmond Road, Kingston upon Thames, KT2 5PL",51.425571479567,-0.302934218339
King's College London Maths School,80 Kennington Road,London,SE11 6NJ,2078487346,,MIXED, 16-19,148.0,56.53333333333334,50.879999999999995,2023-2024,2021-2022: 39.24<br>2022-2023: 55.90<br>2023-2024: 57.50,"80 Kennington Road, London, SE11 6NJ",51.495843218405,-0.11158525949
Reigate Grammar School,Reigate Road,Reigate,RH2 0QS,1737222231,,MIXED, 2-18,284.0,50.70333333333334,50.873333333333335,2023-2024,2021-2022: 51.59<br>2022-2023: 49.51<br>2023-2024: 51.52,"Reigate Road, Reigate, RH2 0QS",51.237817849869,-0.196340796763
Reading School,Erleigh Road,Reading,RG1 5LW,1189015600,SEL,BOYS, 11-18,382.0,50.23,50.48666666666667,2023-2024,2021-2022: 52.09<br>2022-2023: 50.08<br>2023-2024: 49.29,"Erleigh Road, Reading, RG1 5LW",51.448379392479,-0.954411020947
Cheltenham Ladies' College,Bayshill Road,Cheltenham,GL50 3EP,1242520691,,GIRLS, 11-18,313.0,50.10333333333333,50.35666666666666,2023-2024,2021-2022: 51.71<br>2022-2023: 50.17<br>2023-2024: 49.19,"Bayshill Road, Cheltenham, GL50 3EP",51.898193534882,-2.081375253425
Winchester College,College Street,Winchester,SO23 9NA,1962621100,,MIXED, 13-19,315.0,50.20333333333334,50.343333333333334,2023-2024,2021-2022: 50.99<br>2022-2023: 51.07<br>2023-2024: 48.97,"College Street, Winchester, SO23 9NA",51.058373293401,-1.312652137742
"King Edward VI Grammar School, Chelmsford",Broomfield Road,Chelmsford,CM1 3SX,1245353510,SEL,MIXED, 11-18,383.0,49.17333333333334,50.28333333333333,2023-2024,2021-2022: 51.99<br>2022-2023: 48.71<br>2023-2024: 50.15,"Broomfield Road, Chelmsford, CM1 3SX",51.739953028513,0.466559917649
Hampton School,Hanworth Road,Hampton,TW12 3HD,2089795526,,BOYS, 2-19,408.0,50.64333333333334,50.279999999999994,2023-2024,2021-2022: 52.32<br>2022-2023: 47.66<br>2023-2024: 50.86,"Hanworth Road, Hampton, TW12 3HD",51.428646506476,-0.371238598773
Harrow School,5 High Street,Harrow-on-the-Hill,HA1 3HP,2088728000,,BOYS, 12-19,359.0,49.82333333333333,50.27666666666667,2023-2024,2021-2022: 51.31<br>2022-2023: 49.90<br>2023-2024: 49.62,"5 High Street, Harrow-on-the-Hill, HA1 3HP",51.572419489535,-0.33729901553
Bancrofts School,611-627 High Road,Woodford Green,IG8 0RF,2085054821,,MIXED, 11-18,245,50.095,50.265,2022-2023,2021-2022: 51.65<br>2022-2023: 48.88,"611-627 High Road, Woodford Green, IG8 0RF",51.619676785366,0.02665428446
Pate's Grammar School,Princess Elizabeth Way,Cheltenham,GL51 0HG,1242523169,SEL,MIXED, 11-18,498.0,50.160000000000004,50.20333333333334,2023-2024,2021-2022: 52.15<br>2022-2023: 48.82<br>2023-2024: 49.64,"Princess Elizabeth Way, Cheltenham, GL51 0HG",51.905825378101,-2.114292147244
Lady Eleanor Holles School,Hanworth Road,Hampton,TW12 3HF,2089791601,,GIRLS, 7-19,230.0,49.96333333333333,50.123333333333335,2023-2024,2021-2022: 54.31<br>2022-2023: 44.92<br>2023-2024: 51.14,"Hanworth Road, Hampton, TW12 3HF",51.427463819938,-0.367796570234
Notting Hill & Ealing High School GDST,2 Cleveland Road,,W13 8AX,2087998400,,GIRLS, 4-18,143.0,49.919999999999995,49.906666666666666,2023-2024,2021-2022: 52.69<br>2022-2023: 47.99<br>2023-2024: 49.04,"2 Cleveland Road, nan, W13 8AX",51.521735787079,-0.316722074122
St Mary's School Ascot,St Mary's Road,Ascot,SL5 9JF,1344296611,,GIRLS, 11-18,116.0,49.88666666666668,49.85999999999999,2023-2024,2021-2022: 51.32<br>2022-2023: 47.35<br>2023-2024: 50.91,"St Mary's Road, Ascot, SL5 9JF",51.393673392662,-0.670489725038
Dulwich College,Dulwich Common,London,SE21 7LD,2086933601,,BOYS, 0-19,497.0,49.45333333333334,49.82666666666666,2023-2024,2021-2022: 53.04<br>2022-2023: 47.96<br>2023-2024: 48.48,"Dulwich Common, London, SE21 7LD",51.440280294717,-0.085018314461
St Albans High School for Girls,Townsend Avenue,,AL1 3SJ,1727853800,,GIRLS, 4-18,172.0,49.43,49.78,2023-2024,2021-2022: 51.22<br>2022-2023: 49.18<br>2023-2024: 48.94,"Townsend Avenue, nan, AL1 3SJ",51.75708149176,-0.332669606587
Abingdon School,Park Road,Abingdon,OX14 1DE,1235521563,,BOYS, 4-19,362.0,49.49666666666667,49.73333333333334,2023-2024,2021-2022: 51.10<br>2022-2023: 49.33<br>2023-2024: 48.77,"Park Road, Abingdon, OX14 1DE",51.671822324555,-1.287879454366
University College School,Frognal,London,NW3 6XH,2074352215,,MIXED, 4-18,362.0,49.25333333333333,49.73333333333333,2023-2024,2021-2022: 52.93<br>2022-2023: 47.72<br>2023-2024: 48.55,"Frognal, London, NW3 6XH",51.553506018386,-0.181107278998
Bancroft's School,611-627 High Road,Woodford Green,IG8 0RF,2085054821,,MIXED, 11-18,233.0,49.7,49.71,2023-2024,2023-2024: 49.71,"611-627 High Road, Woodford Green, IG8 0RF",51.619676785366,0.02665428446
"Newham Collegiate Sixth Form Centre, City of London Academy",326 Barking Road,London,E6 2BB,2030114114,,MIXED, 16-19,673.0,50.11333333333334,49.68,2023-2024,2021-2022: 50.68<br>2022-2023: 49.99<br>2023-2024: 48.37,"326 Barking Road, London, E6 2BB",51.521191686169,0.020545721064
Wellington College,Duke's Ride,,RG45 7PU,1344444000,,MIXED, 12-19,493.0,49.26,49.583333333333336,2023-2024,2021-2022: 51.20<br>2022-2023: 49.11<br>2023-2024: 48.44,"Duke's Ride, nan, RG45 7PU",51.364069097379,-0.805566441643
Kingston Grammar School,London Road,Kingston upon Thames,KT2 6PY,2085465875,,MIXED, 11-19,276.0,49.73,49.57333333333333,2023-2024,2021-2022: 50.55<br>2022-2023: 48.24<br>2023-2024: 49.93,"London Road, Kingston upon Thames, KT2 6PY",51.410241697496,-0.295231922475
Nottingham High School,Waverley Mount,Nottingham,NG7 4ED,1159786056,,MIXED, 4-18,264.0,48.76,49.47333333333333,2023-2024,2021-2022: 51.56<br>2022-2023: 47.82<br>2023-2024: 49.04,"Waverley Mount, Nottingham, NG7 4ED",52.962654187792,-1.15936992744
St Helen and St Katharine,Faringdon Road,Abingdon,OX14 1BE,1235520173,,GIRLS, 9-18,190.0,49.20333333333334,49.46333333333333,2023-2024,2021-2022: 51.58<br>2022-2023: 49.51<br>2023-2024: 47.30,"Faringdon Road, Abingdon, OX14 1BE",51.676384383662,-1.296615377672
Surbiton High School,Surbiton Crescent,Kingston upon Thames,KT1 2JT,2085465245,,GIRLS, 4-18,278.0,49.25333333333333,49.43666666666667,2023-2024,2021-2022: 52.02<br>2022-2023: 48.50<br>2023-2024: 47.79,"Surbiton Crescent, Kingston upon Thames, KT1 2JT",51.399453385453,-0.30451923623
Eltham College,Grove Park Road,London,SE9 4QF,2088571455,,MIXED, 7-19,207.0,49.050000000000004,49.43333333333334,2023-2024,2021-2022: 49.56<br>2022-2023: 50.32<br>2023-2024: 48.42,"Grove Park Road, London, SE9 4QF",51.437318288492,0.040311606007
Royal Grammar School,Eskdale Terrace,Newcastle-upon-Tyne,NE2 4DX,1912815711,,MIXED, 7-19,325.0,49.02333333333333,49.403333333333336,2023-2024,2021-2022: 49.85<br>2022-2023: 49.02<br>2023-2024: 49.34,"Eskdale Terrace, Newcastle-upon-Tyne, NE2 4DX",54.982809696804,-1.607407965515
Merchant Taylors' School,Sandy Lodge,Northwood,HA6 2HT,1923820644,,BOYS, 11-18,304.0,49.45333333333334,49.30333333333334,2023-2024,2021-2022: 50.50<br>2022-2023: 47.49<br>2023-2024: 49.92,"Sandy Lodge, Northwood, HA6 2HT",51.632662197404,-0.420724684568
Putney High School,35 Putney Hill,,SW15 6BH,2087884886,,GIRLS, 4-18,191.0,48.96,49.169999999999995,2023-2024,2021-2022: 48.75<br>2022-2023: 47.94<br>2023-2024: 50.82,"35 Putney Hill, nan, SW15 6BH",51.456847210162,-0.218087565255
Radley College,Abingdon,,OX14 2HR,1235543000,,BOYS, 13-18,322.0,48.93000000000001,49.06666666666666,2023-2024,2021-2022: 51.55<br>2022-2023: 47.35<br>2023-2024: 48.30,"Abingdon, nan, OX14 2HR",51.693180083154,-1.250044182525
St Albans School,Abbey Gateway,St Albans,AL3 4HB,1727855521,,MIXED, 11-19,350.0,48.326666666666675,49.053333333333335,2023-2024,2021-2022: 51.56<br>2022-2023: 46.55<br>2023-2024: 49.05,"Abbey Gateway, St Albans, AL3 4HB",51.751003815677,-0.345453936768
Tiffin School,Queen Elizabeth Road,Kingston upon Thames,KT2 6RL,2085464638,SEL,MIXED, 11-18,526.0,48.61000000000001,49.0,2023-2024,2021-2022: 50.09<br>2022-2023: 47.18<br>2023-2024: 49.73,"Queen Elizabeth Road, Kingston upon Thames, KT2 6RL",51.411798591294,-0.296450283632
Canford School,Canford Magna,Wimborne,BH21 3AD,1202841254,,MIXED, 13-18,281.0,47.82,48.826666666666675,2023-2024,2021-2022: 50.95<br>2022-2023: 50.11<br>2023-2024: 45.42,"Canford Magna, Wimborne, BH21 3AD",50.78974959943,-1.953557432608
Oxford High School,Belbroughton Road,,OX26 1BY,1865559888,,GIRLS, 4-19,172,48.495,48.825,2022-2023,2021-2022: 51.32<br>2022-2023: 46.33,"Belbroughton Road, nan, OX26 1BY",51.893989905666,-1.171900034497
Altrincham Grammar School for Girls,Cavendish Road,Altrincham,WA14 2NL,1619125912,SEL,GIRLS, 11-18,350.0,48.830000000000005,48.82,2023-2024,2021-2022: 51.99<br>2022-2023: 46.04<br>2023-2024: 48.43,"Cavendish Road, Altrincham, WA14 2NL",53.381572817177,-2.360496003419
Michaela Community School,North End Road,London,HA9 0UU,2087953183,OTHER NON SEL,MIXED, 11-19,119.0,48.75,48.699999999999996,2023-2024,2021-2022: 49.19<br>2022-2023: 48.06<br>2023-2024: 48.85,"North End Road, London, HA9 0UU",51.561476998758,-0.277445479425
Dr Challoner's Grammar School,Chesham Road,Amersham,HP6 5HA,1494787500,SEL,MIXED, 11-18,450.0,48.31666666666666,48.69333333333333,2023-2024,2021-2022: 51.54<br>2022-2023: 47.26<br>2023-2024: 47.28,"Chesham Road, Amersham, HP6 5HA",51.676064194961,-0.610518381284
London Academy of Excellence,Broadway House,London,E15 1AJ,2033011480,,MIXED, 16-19,476.0,48.973333333333336,48.669999999999995,2023-2024,2021-2022: 49.22<br>2022-2023: 47.34<br>2023-2024: 49.45,"Broadway House, London, E15 1AJ",51.538484516339,-0.001772185788
City of London Freemen's School,Ashtead Park,Surrey,KT21 1ET,1372822400,,MIXED, 7-18,221.0,48.71,48.63333333333333,2023-2024,2021-2022: 50.38<br>2022-2023: 46.63<br>2023-2024: 48.89,"Ashtead Park, Surrey, KT21 1ET",51.307119681177,-0.288360687107
Lancaster University School of Mathematics,67-69 London Road,Preston,PR1 4BA,1772287481,,MIXED, 16-19,89.0,47.5,48.6,2023-2024,2023-2024: 48.60,"67-69 London Road, Preston, PR1 4BA",53.757434586881,-2.683080817891
The Harrodian School,Lonsdale Road,London,SW13 9QN,2087486117,,MIXED, 4-18,188.0,48.48666666666667,48.57999999999999,2023-2024,2021-2022: 51.83<br>2022-2023: 48.15<br>2023-2024: 45.76,"Lonsdale Road, London, SW13 9QN",51.481578963233,-0.247016779433
St Swithuns,Alresford Road,,SO21 1HA,1962835700,,GIRLS, 3-18,143.0,48.45333333333334,48.54999999999999,2023-2024,2021-2022: 50.48<br>2022-2023: 46.72<br>2023-2024: 48.45,"Alresford Road, nan, SO21 1HA",51.063625896845,-1.288771089767
Francis Holland School,Clarence Gate,London,NW1 6XR,2077230176,,GIRLS, 11-18,137.0,48.13333333333333,48.43833333333334,2023-2024,2021-2022: 48.67<br>2021-2022: 51.07<br>2022-2023: 47.11<br>2022-2023: 47.81<br>2023-2024: 48.87<br>2023-2024: 47.10,"Clarence Gate, London, NW1 6XR",51.524819206225,-0.160155370906
Sheffield High School,10 Rutland Park,Sheffield,S10 2PE,1142660324,,GIRLS, 3-19,156.0,48.20333333333334,48.43666666666667,2023-2024,2021-2022: 52.14<br>2022-2023: 46.55<br>2023-2024: 46.62,"10 Rutland Park, Sheffield, S10 2PE",53.37504160282,-1.498354208422
Colfe's School,Horn Park Lane,London,SE12 8AW,2084638102,,MIXED, 3-19,227.0,47.78666666666667,48.25666666666666,2023-2024,2021-2022: 50.36<br>2022-2023: 47.11<br>2023-2024: 47.30,"Horn Park Lane, London, SE12 8AW",51.449898905796,0.021746093417
Whitgift School,Whitgift School,,CR2 6YT,2086889222,,BOYS, 10-18,412.0,47.74,48.10333333333333,2023-2024,2021-2022: 48.96<br>2022-2023: 47.30<br>2023-2024: 48.05,"Whitgift School, nan, CR2 6YT",51.359847,-0.101457
Hurstpierpoint College,College Lane,Hassocks,BN6 9JS,1273833636,,MIXED, 4-19,352.0,48.02666666666667,48.09666666666667,2023-2024,2021-2022: 50.67<br>2022-2023: 45.81<br>2023-2024: 47.81,"College Lane, Hassocks, BN6 9JS",50.941472073431,-0.164371184509
Exeter Mathematics School,Rougemont House,Exeter,EX4 3PU,1392429020,,MIXED, 16-19,127.0,47.653333333333336,48.09,2023-2024,2021-2022: 49.02<br>2022-2023: 45.99<br>2023-2024: 49.26,"Rougemont House, Exeter, EX4 3PU",50.726151783357,-3.529695115764
JFS,,Harrow,HA3 9TE,2082063100,OTHER NON SEL,MIXED, 11-18,471.0,47.14333333333334,48.053333333333335,2023-2024,2021-2022: 48.85<br>2022-2023: 47.94<br>2023-2024: 47.37,"nan, Harrow, HA3 9TE",51.581029590024,-0.281047225129
Leicester Grammar School Trust,London Road,Leicester,LE8 9FL,1162591900,,MIXED, 3-19,234.0,47.78,48.053333333333335,2023-2024,2021-2022: 49.52<br>2022-2023: 48.90<br>2023-2024: 45.74,"London Road, Leicester, LE8 9FL",52.575835888496,-1.040682545707
St Helen's School,Eastbury Road,Northwood,HA6 3AS,1923843210,,GIRLS, 3-18,189.0,47.946666666666665,48.04666666666666,2023-2024,2021-2022: 50.54<br>2022-2023: 48.31<br>2023-2024: 45.29,"Eastbury Road, Northwood, HA6 3AS",51.613587416529,-0.422542216453
Exeter School,Victoria Park Road,Exeter,EX2 4NS,1392307080,,MIXED, 6-19,218.0,46.51333333333334,48.02333333333333,2023-2024,2021-2022: 49.25<br>2022-2023: 46.94<br>2023-2024: 47.88,"Victoria Park Road, Exeter, EX2 4NS",50.71955681812,-3.511998822685
Caterham School,Harestone Valley Road,Caterham,CR3 6YA,1883343028,,MIXED, 10-19,342.0,47.98333333333333,48.0,2023-2024,2021-2022: 49.09<br>2022-2023: 45.83<br>2023-2024: 49.08,"Harestone Valley Road, Caterham, CR3 6YA",51.272571505393,-0.08771097697
Altrincham Grammar School for Boys,Marlborough Road,Altrincham,WA14 2RS,1619280858,SEL,BOYS, 11-18,386.0,48.129999999999995,47.99333333333333,2023-2024,2021-2022: 50.30<br>2022-2023: 46.80<br>2023-2024: 46.88,"Marlborough Road, Altrincham, WA14 2RS",53.376092876124,-2.351880137549
Queen Ethelburga's College,Thorpe Underwood Hall,York,YO26 9SS,1423333333,,MIXED, 0-19,232.0,49.47666666666667,47.98,2023-2024,2021-2022: 46.62<br>2022-2023: 46.61<br>2023-2024: 50.71,"Thorpe Underwood Hall, York, YO26 9SS",54.028978200643,-1.294251932434
Lycee Francais Charles de Gaulle,35 Cromwell Road,London,SW7 2DG,2075846322,,MIXED, 2-19,461.0,46.336666666666666,47.95333333333334,2023-2024,2021-2022: 50.00<br>2022-2023: 45.42<br>2023-2024: 48.44,"35 Cromwell Road, London, SW7 2DG",51.495403067241,-0.17713246426
Emanuel School,Battersea Rise,London,SW11 1HS,2088704171,,MIXED, 10-19,291.0,47.673333333333325,47.93666666666667,2023-2024,2021-2022: 49.77<br>2022-2023: 45.77<br>2023-2024: 48.27,"Battersea Rise, London, SW11 1HS",51.459252250595,-0.172948208718
Channing School,The Bank,Highgate,N6 5HF,2083402328,,GIRLS, 4-18,141.0,47.38666666666666,47.906666666666666,2023-2024,2021-2022: 49.08<br>2022-2023: 45.37<br>2023-2024: 49.27,"The Bank, Highgate, N6 5HF",51.570459716753,-0.1431539376
University of Liverpool Mathematics School,Sir Alastair Pilkington Building,Liverpool,L69 7SH,1516400397,,MIXED, 16-19,95.0,47.24333333333333,47.89333333333334,2023-2024,2021-2022: 47.20<br>2022-2023: 48.02<br>2023-2024: 48.46,"Sir Alastair Pilkington Building, Liverpool, L69 7SH",53.401713908371,-2.966888539012
Norwich High School for Girls,95 Newmarket Road,,NR2 2HU,1603453265,,GIRLS, 3-19,72.0,47.19,47.873333333333335,2023-2024,2021-2022: 48.97<br>2022-2023: 47.72<br>2023-2024: 46.93,"95 Newmarket Road, nan, NR2 2HU",52.618082705044,1.278322536314
King Edward's School,Edgbaston Park Road,Birmingham,B15 2UA,1214721672,,BOYS, 11-19,241.0,47.776666666666664,47.82666666666666,2023-2024,2021-2022: 49.75<br>2022-2023: 47.61<br>2023-2024: 46.12,"Edgbaston Park Road, Birmingham, B15 2UA",52.450585408346,-1.923530018853
